customer_id,since_birth_days,price_first_item_purchased,gender,revenue,original_dataset,ip,ip_geopoint,ip_country_code,pages_visited,campain,is_id_ends_d,target
732d3f4b9aa,61,57.0,F,,to_score,106.197.225.206,POINT(77.5855 12.9634),IN,3.0,false,0,
f8a9823ccaa,123,22.0,M,,to_score,42.249.104.233,POINT(116.385 39.9285),CN,6.0,false,0,
f8a9823ccaa,123,10.0,F,,to_score,42.249.104.233,POINT(116.385 39.9285),CN,6.0,false,0,
e07984f6b8a,123,102.0,F,,to_score,166.244.76.13,POINT(-97.822 37.751),US,6.0,false,0,
54619caba2a,44,15.5,F,,to_score,59.76.50.224,POINT(113.722 34.7732),CN,4.0,false,0,
03c5a47ea4a,49,22.0,M,,to_score,158.187.79.11,POINT(-97.822 37.751),US,2.0,false,0,
539259fda3a,38,28.0,M,,to_score,68.231.65.194,POINT(-110.884 32.2506),US,3.0,true,0,
0448db30f2a,59,15.5,F,,to_score,100.162.228.183,POINT(-97.822 37.751),US,7.0,false,0,
cad69193d4a,44,22.0,F,,to_score,151.111.238.162,POINT(-97.822 37.751),US,9.0,false,0,
32fd772e68a,23,15.5,F,,to_score,166.51.133.205,POINT(-97.822 37.751),US,4.0,false,0,
113bb3400aa,45,10.0,F,,to_score,143.35.185.158,POINT(-97.822 37.751),US,9.0,false,0,
1d2c22a2dfa,45,44.0,F,,to_score,170.32.71.215,POINT(-97.822 37.751),US,6.0,true,0,
5a36bc2f97a,76,57.0,M,,to_score,134.206.119.95,POINT(3.1643 50.6158),FR,2.0,false,0,
591003f7cea,25,57.0,F,,to_score,81.71.75.165,POINT(113.722 34.7732),CN,5.0,false,0,
591003f7cea,25,22.0,F,,to_score,81.71.75.165,POINT(113.722 34.7732),CN,5.0,false,0,
591003f7cea,25,44.0,F,,to_score,81.71.75.165,POINT(113.722 34.7732),CN,5.0,false,0,
591003f7cea,25,22.0,F,,to_score,81.71.75.165,POINT(113.722 34.7732),CN,5.0,false,0,
591003f7cea,25,102.0,M,,to_score,81.71.75.165,POINT(113.722 34.7732),CN,5.0,false,0,
7d3966eda5a,123,44.0,F,,to_score,117.238.64.49,POINT(77.006 20.0063),IN,7.0,false,0,
683bd6e6b5a,49,57.0,F,,to_score,105.233.71.5,POINT(18.4811 -34.0486),ZA,8.0,true,0,
9b090bd9aea,123,102.0,M,,to_score,92.116.179.27,POINT(8.1874 49.1955),DE,5.0,true,0,
4d71446ef2a,68,15.5,F,,to_score,123.27.135.145,POINT(106.1706 20.4164),VN,7.0,false,0,
b57c2c5903a,42,57.0,M,,to_score,168.185.120.76,POINT(-97.822 37.751),US,9.0,true,0,
2ff6fd007ea,57,10.0,M,,to_score,193.128.179.173,POINT(-0.1224 51.4964),GB,4.0,false,0,
5bc450c631a,48,42.0,M,,to_score,44.12.109.179,POINT(-97.822 37.751),US,5.0,false,0,
fd70e85209a,32,42.0,F,,to_score,60.21.230.5,POINT(124.3982 40.1283),CN,11.0,false,0,
4e91ab1da7a,61,44.0,F,,to_score,143.254.82.136,POINT(-97.822 37.751),US,6.0,false,0,
1d9b6fc641a,49,22.0,F,,to_score,56.39.169.224,POINT(-97.822 37.751),US,5.0,true,0,
c3ca64c7d7a,43,102.0,M,,to_score,52.85.72.140,POINT(-97.822 37.751),US,4.0,true,0,
8acb9822aca,44,22.0,F,,to_score,131.250.189.208,POINT(-97.822 37.751),US,1.0,true,0,
964d3e2e3aa,41,15.5,F,,to_score,131.117.23.218,POINT(8.1551 47.1449),CH,11.0,false,0,
668ac2c12aa,63,44.0,M,,to_score,152.141.179.48,POINT(-97.822 37.751),US,5.0,true,0,
8cc49c52cfa,42,28.0,F,,to_score,190.30.23.183,POINT(-60.6955 -32.8675),AR,11.0,true,0,
f5c75bd57ba,31,22.0,F,,to_score,123.241.189.53,POINT(121.0942 25.0443),TW,4.0,false,0,
a052249230a,42,15.5,M,,to_score,86.92.105.67,POINT(5.6232 52.186),NL,6.0,false,0,
611518fca6a,45,78.0,F,,to_score,125.68.27.249,POINT(104.3984 31.131),CN,4.0,false,0,
f87687e35ba,43,22.0,F,,to_score,59.106.203.172,POINT(136.7218 35.1756),JP,10.0,false,0,
3f273d3b3da,27,10.0,M,,to_score,130.196.153.227,POINT(-97.822 37.751),US,5.0,true,0,
48ec6bc9d1a,27,102.0,F,,to_score,89.215.159.52,POINT(25.5755 41.941),BG,9.0,true,0,
f14d6edec0a,38,15.5,F,,to_score,48.49.243.211,POINT(-97.822 37.751),US,9.0,false,0,
4f21761dd9a,42,44.0,F,,to_score,199.50.91.153,POINT(-97.822 37.751),US,3.0,true,0,
605847bc08a,34,44.0,F,,to_score,72.51.106.110,POINT(-59.616 13.0961),BB,9.0,false,0,
1d0f05438aa,39,28.0,F,,to_score,114.12.86.81,POINT(106.8272 -6.1728),ID,2.0,false,0,
4cbcb4efada,123,102.0,F,,to_score,199.223.215.11,POINT(-97.822 37.751),US,3.0,false,0,
e1e9931ebea,62,10.0,M,,to_score,169.69.134.47,POINT(-97.822 37.751),US,1.0,false,0,
6ddacc4023a,37,22.0,F,,to_score,97.208.208.58,POINT(-97.822 37.751),US,9.0,true,0,
79cf83d15da,50,44.0,M,,to_score,193.244.163.54,POINT(4.3447 50.8509),BE,7.0,false,0,
143c253203a,38,28.0,F,,to_score,116.229.195.41,POINT(113.722 34.7732),CN,7.0,false,0,
a1d049a2dca,59,22.0,M,,to_score,80.100.66.38,POINT(4.9157 52.5507),NL,11.0,false,0,
1224fb5ff6a,34,42.0,F,,to_score,143.75.242.190,POINT(-97.822 37.751),US,6.0,false,0,
4b90b6d81da,51,117.0,M,,to_score,192.49.146.120,POINT(24.9349 60.1717),FI,8.0,false,0,
34f21eb464a,73,42.0,F,,to_score,82.52.85.217,POINT(9.1578 45.1976),IT,4.0,false,0,
2a816f08f8a,37,44.0,M,,to_score,142.96.70.79,POINT(-79.3716 43.6319),CA,3.0,false,0,
31da0a7054a,34,102.0,M,,to_score,54.46.246.62,POINT(-97.822 37.751),US,13.0,true,0,
a121f3506ea,50,44.0,M,,to_score,151.224.207.71,POINT(-4.2634 51.8646),GB,6.0,true,0,
231d1ca3d2a,79,57.0,F,,to_score,199.133.148.137,POINT(-97.822 37.751),US,5.0,false,0,
e33bf31109a,49,117.0,F,,to_score,190.140.117.12,POINT(-79.906 9.3569),PA,6.0,true,0,
beccd11f3fa,41,22.0,M,,to_score,164.231.133.199,POINT(-97.822 37.751),US,6.0,false,0,
102fe28386a,37,15.5,F,,to_score,197.109.232.242,POINT(24 -29),ZA,7.0,false,0,
082be513efa,43,78.0,F,,to_score,194.124.249.31,POINT(8.4823 47.4823),CH,12.0,false,0,
4e1045f6b8a,123,15.5,F,,to_score,156.117.1.175,POINT(-97.822 37.751),US,6.0,false,0,
d85ab858caa,60,117.0,M,,to_score,172.143.224.95,POINT(-0.1224 51.4964),GB,11.0,true,0,
252ad98303a,52,22.0,F,,to_score,188.72.12.14,POINT(44 33),IQ,5.0,true,0,
3dfc1f1f76a,123,44.0,M,,to_score,93.149.220.222,POINT(11.6118 45.516),IT,3.0,false,0,
e6669abdaca,83,44.0,M,,to_score,83.120.235.61,POINT(51.4115 35.698),IR,6.0,false,0,
d0b47e09f4a,28,10.0,M,,to_score,49.44.116.221,POINT(77.006 20.0063),IN,6.0,false,0,
e051a0dbcfa,63,15.5,F,,to_score,180.13.251.121,POINT(139.7023 35.6419),JP,7.0,false,0,
c77491319ca,66,22.0,M,,to_score,70.41.110.238,POINT(-97.822 37.751),US,6.0,true,0,
f0b2cca00aa,44,15.5,F,,to_score,192.50.180.130,POINT(139.6895 35.6897),JP,9.0,false,0,
3d5bc8d155a,35,22.0,F,,to_score,43.214.57.144,POINT(143.2104 -33.494),AU,13.0,false,0,
5611ddaf7ba,68,117.0,F,,to_score,84.118.148.76,POINT(7.8854 51.7603),DE,2.0,true,0,
3874a4aca5a,69,78.0,M,,to_score,144.215.237.234,POINT(-97.822 37.751),US,9.0,false,0,
5E+10a,36,15.5,M,,to_score,109.216.170.139,POINT(2.3387 48.8582),FR,5.0,true,0,
f4715e6e9aa,35,44.0,F,,to_score,151.109.58.155,POINT(-97.822 37.751),US,3.0,false,0,
89beef0a85a,34,28.0,F,,to_score,53.129.191.103,POINT(9.491 51.2993),DE,5.0,false,0,
b933d18617a,36,57.0,F,,to_score,62.189.42.68,POINT(-0.2389 51.4979),GB,6.0,true,0,
35e3336beea,123,22.0,M,,to_score,107.125.175.227,POINT(-97.822 37.751),US,5.0,false,0,
f0dd9759c8a,40,78.0,F,,to_score,153.61.58.201,POINT(-97.822 37.751),US,8.0,true,0,
42fe2500a8a,52,28.0,F,,to_score,86.85.59.75,POINT(4.9822 52.2901),NL,4.0,false,0,
0934bcadf9a,46,28.0,M,,to_score,140.240.220.218,POINT(121.6182 28.7703),CN,3.0,false,0,
bb79ad1f93a,31,15.5,F,,to_score,51.233.79.64,POINT(-97.822 37.751),US,2.0,false,0,
adff1f230ca,37,15.5,F,,to_score,134.153.122.252,POINT(-52.8546 47.2167),CA,5.0,false,0,
b2b037b051a,55,15.5,F,,to_score,46.134.198.39,POINT(21.0362 52.2394),PL,4.0,true,0,
1b403a1386a,123,15.5,F,,to_score,193.234.106.99,POINT(18.056 59.3247),SE,6.0,false,0,
1d34e00a30a,52,15.5,F,,to_score,73.112.147.128,POINT(-74.8247 39.8602),US,1.0,true,0,
7756728aafa,33,22.0,M,,to_score,117.71.173.55,POINT(117.8146 30.9309),CN,3.0,false,0,
704b620e6aa,38,42.0,M,,to_score,192.97.40.167,POINT(-97.822 37.751),US,5.0,true,0,
beeb6a7935a,43,44.0,F,,to_score,155.138.110.220,POINT(45 25),SA,6.0,true,0,
e24891c048a,27,78.0,F,,to_score,200.166.31.46,POINT(-38.4807 -12.8671),BR,14.0,false,0,
e24891c048a,27,44.0,F,,to_score,200.166.31.46,POINT(-38.4807 -12.8671),BR,14.0,false,0,
e24891c048a,27,78.0,F,,to_score,71.164.192.10,POINT(-96.6198 33.1909),US,3.0,false,0,
e24891c048a,27,44.0,F,,to_score,71.164.192.10,POINT(-96.6198 33.1909),US,3.0,false,0,
1ff6b0f600a,43,44.0,F,,to_score,49.221.161.228,POINT(113.722 34.7732),CN,7.0,false,0,
fdc0964cfba,32,57.0,F,,to_score,167.86.110.46,POINT(11.1617 49.405),DE,6.0,true,0,
99d0a8e05da,44,102.0,M,,to_score,193.129.249.220,POINT(-0.1224 51.4964),GB,3.0,true,0,
78d1f62f49a,32,22.0,F,,to_score,62.136.62.156,POINT(-0.1224 51.4964),GB,8.0,false,0,
891743b304a,37,15.5,M,,to_score,163.102.150.78,POINT(2.3387 48.8582),FR,5.0,false,0,
8b23e83b88a,71,22.0,F,,to_score,69.144.254.100,POINT(-105.2206 38.4479),US,7.0,false,0,
1aca8d794ba,123,117.0,M,,to_score,146.136.113.214,POINT(8.1551 47.1449),CH,9.0,false,0,
7fb3c0a173a,43,10.0,M,,to_score,108.118.30.78,POINT(-96.8022 32.7797),US,5.0,false,0,
82c677afd4a,27,102.0,F,,to_score,74.78.169.214,POINT(-70.5627 44.54),US,7.0,true,0,
57e7857d84a,85,15.5,M,,to_score,134.188.195.62,POINT(4.8995 52.3824),NL,3.0,false,0,
633f528d37a,74,102.0,F,,to_score,148.49.142.15,POINT(-97.822 37.751),US,7.0,true,0,
633f528d37a,74,102.0,F,,to_score,148.49.142.15,POINT(-97.822 37.751),US,7.0,true,0,
633f528d37a,74,102.0,F,,to_score,142.161.229.53,POINT(-97.2903 49.8538),CA,5.0,true,0,
633f528d37a,74,102.0,F,,to_score,142.161.229.53,POINT(-97.2903 49.8538),CA,5.0,true,0,
20c827bb9ea,29,22.0,F,,to_score,112.29.210.159,POINT(113.722 34.7732),CN,6.0,false,0,
be54ceedbaa,69,15.5,F,,to_score,179.40.110.236,POINT(-60.5747 -33.8913),AR,5.0,false,0,
8b15bb5c09a,31,44.0,F,,to_score,190.241.159.180,POINT(-84 10.0029),CR,5.0,false,0,
78e60412f0a,66,57.0,F,,to_score,192.18.60.103,POINT(-97.822 37.751),US,7.0,false,0,
2c5b2d985da,69,28.0,F,,to_score,125.154.150.194,POINT(126.9741 37.5112),KR,6.0,true,0,
25df79e7afa,63,10.0,F,,to_score,183.208.247.209,POINT(117.1519 34.1823),CN,3.0,false,0,
019b5ac773a,123,117.0,F,,to_score,108.24.154.33,POINT(-75.0347 39.8952),US,7.0,true,0,
40865ff453a,31,102.0,M,,to_score,124.215.179.9,POINT(136.8939 35.179),JP,5.0,true,0,
24f20e2336a,39,10.0,F,,to_score,173.250.243.93,POINT(-97.822 37.751),US,5.0,true,0,
8af3f779a1a,29,42.0,M,,to_score,140.143.139.6,POINT(113.722 34.7732),CN,5.0,false,0,
5c1a5f45e4a,123,44.0,F,,to_score,139.147.118.223,POINT(-97.822 37.751),US,5.0,false,0,
9a12e3b30da,71,117.0,F,,to_score,139.4.76.62,POINT(8.7034 50.1288),DE,3.0,false,0,
42f94763afa,52,22.0,F,,to_score,69.200.148.117,POINT(-97.822 37.751),US,7.0,true,0,
82812c5a9aa,34,42.0,F,,to_score,51.165.197.219,POINT(-97.822 37.751),US,7.0,false,0,
9d01cc0368a,51,22.0,F,,to_score,90.214.182.75,POINT(-0.1196 51.5074),GB,8.0,false,0,
4751cd970ca,34,42.0,F,,to_score,121.172.39.140,POINT(126.6635 37.4199),KR,5.0,false,0,
7db3cce7a6a,31,57.0,F,,to_score,111.160.123.251,POINT(116.385 39.9285),CN,3.0,false,0,
81b2d4ec9ea,34,22.0,F,,to_score,87.34.217.97,POINT(-6.3863 53.5115),IE,5.0,false,0,
1b56997f46a,35,22.0,F,,to_score,66.116.41.45,POINT(-88.3755 39.4796),US,4.0,false,0,
83bafd5ffba,90,15.5,F,,to_score,183.189.39.242,POINT(116.385 39.9285),CN,6.0,false,0,
83bafd5ffba,90,44.0,F,,to_score,183.189.39.242,POINT(116.385 39.9285),CN,6.0,false,0,
83bafd5ffba,90,15.5,F,,to_score,69.88.153.242,POINT(-97.822 37.751),US,7.0,true,0,
83bafd5ffba,90,44.0,F,,to_score,69.88.153.242,POINT(-97.822 37.751),US,7.0,true,0,
ca99494012a,34,22.0,F,,to_score,43.177.182.74,POINT(113.722 34.7732),CN,8.0,false,0,
a60e3cdabea,63,28.0,F,,to_score,130.61.178.101,POINT(8.6295 50.1049),DE,3.0,false,0,
ea243bc032a,123,44.0,F,,to_score,180.1.63.76,POINT(138.2084 36.0246),JP,11.0,true,0,
a4cd639849a,123,57.0,F,,to_score,115.145.24.154,POINT(126.9864 37.5944),KR,12.0,false,0,
63a0889b2ea,30,44.0,F,,to_score,186.80.99.36,POINT(-76.5191 3.4129),CO,3.0,false,0,
f1385e380fa,54,42.0,F,,to_score,80.32.55.181,POINT(2.1701 41.387),ES,8.0,false,0,
decacc28cea,40,28.0,F,,to_score,148.177.39.51,POINT(-97.822 37.751),US,5.0,false,0,
4cc39bbf01a,30,15.5,F,,to_score,181.29.221.53,POINT(-58.5875 -34.7),AR,5.0,false,0,
cd450f7f99a,43,102.0,F,,to_score,54.74.253.54,POINT(-6.2591 53.3382),IE,7.0,false,0,
8d62d83c24a,123,15.5,M,,to_score,109.139.217.178,POINT(4.5423 50.9412),BE,6.0,false,0,
6a31ac98a4a,28,44.0,F,,to_score,120.208.24.253,POINT(111.1129 35.7208),CN,5.0,true,0,
ac8a08fd2ca,123,102.0,M,,to_score,188.78.59.50,POINT(-4.6275 36.538),ES,5.0,false,0,
8e462f811ea,78,15.5,F,,to_score,163.181.190.205,POINT(-97.822 37.751),US,8.0,false,0,
3294cd54c4a,41,22.0,F,,to_score,78.201.103.7,POINT(2.3033 48.9319),FR,4.0,true,0,
14910fc0b2a,43,44.0,F,,to_score,96.221.237.88,POINT(-97.822 37.751),US,7.0,false,0,
55f3a1b57aa,123,42.0,M,,to_score,187.213.27.22,POINT(-103.3918 20.6668),MX,6.0,false,0,
a4b3f6a09aa,123,22.0,F,,to_score,175.82.188.36,POINT(113.722 34.7732),CN,6.0,false,0,
701613140a,77,10.0,F,,to_score,61.155.245.1,POINT(113.722 34.7732),CN,9.0,false,0,
ad71df10d0a,42,22.0,F,,to_score,161.130.12.168,POINT(-92.363 38.9336),US,7.0,false,0,
69c60a8145a,36,44.0,F,,to_score,172.246.114.81,POINT(-118.3693 33.8697),US,12.0,false,0,
2bb4d4d68fa,71,57.0,F,,to_score,43.115.102.238,POINT(103.8014 1.3673),SG,3.0,false,0,
aa73211e53a,71,44.0,M,,to_score,111.143.171.54,POINT(113.722 34.7732),CN,5.0,false,0,
843374ecbda,29,28.0,M,,to_score,162.217.210.243,POINT(-97.822 37.751),US,4.0,true,0,
7ee0eea1baa,123,42.0,M,,to_score,145.220.98.44,POINT(4.8995 52.3824),NL,3.0,false,0,
47058453eea,63,22.0,F,,to_score,56.206.20.148,POINT(-97.822 37.751),US,3.0,true,0,
141b43e41da,49,57.0,M,,to_score,56.229.121.183,POINT(-97.822 37.751),US,3.0,true,0,
a7065f79f9a,29,102.0,F,,to_score,186.142.242.5,POINT(-58.3845 -34.6022),AR,3.0,false,0,
9eef4476b7a,45,42.0,M,,to_score,138.104.76.47,POINT(-0.1224 51.4964),GB,6.0,true,0,
6e04453861a,32,15.5,M,,to_score,120.119.124.212,POINT(121 23.5),TW,8.0,true,0,
a60e78db8aa,66,78.0,F,,to_score,155.179.192.171,POINT(-97.822 37.751),US,4.0,false,0,
84afdcf507a,43,15.5,F,,to_score,56.84.141.72,POINT(-97.822 37.751),US,4.0,false,0,
169b7df204a,70,15.5,F,,to_score,79.191.245.220,POINT(20.9967 52.1916),PL,8.0,true,0,
3ad362619ba,123,102.0,M,,to_score,176.170.245.111,POINT(2.8038 50.5344),FR,10.0,false,0,
f66a75b3d7a,66,44.0,F,,to_score,187.18.175.212,POINT(-38.5287 -3.717),BR,5.0,true,0,
23ea1441dca,51,22.0,F,,to_score,51.220.228.225,POINT(-97.822 37.751),US,5.0,true,0,
e49da03d8ea,37,117.0,F,,to_score,59.11.212.18,POINT(127.0116 37.2872),KR,4.0,false,0,
d6deae447ca,48,42.0,F,,to_score,179.111.186.195,POINT(-46.6409 -23.6283),BR,8.0,false,0,
9cbdf1dfbfa,69,44.0,F,,to_score,122.92.173.62,POINT(113.722 34.7732),CN,4.0,false,0,
70a2331fa9a,34,42.0,M,,to_score,94.209.134.154,POINT(4.2925 52.0758),NL,14.0,false,0,
a2daa91524a,123,15.5,M,,to_score,199.192.251.168,POINT(-97.822 37.751),US,11.0,false,0,
3e9ad334b6a,38,44.0,M,,to_score,83.1.14.239,POINT(21.0362 52.2394),PL,4.0,false,0,
95f57cf97ea,38,10.0,F,,to_score,56.63.34.175,POINT(-97.822 37.751),US,2.0,false,0,
827be67554a,32,102.0,F,,to_score,118.128.86.32,POINT(126.9741 37.5112),KR,5.0,false,0,
2b2f98833ca,28,42.0,F,,to_score,183.100.143.143,POINT(127.0859 37.0009),KR,5.0,false,0,
fc32b5266aa,51,22.0,F,,to_score,159.27.51.150,POINT(114.8749 40.8111),CN,7.0,false,0,
0700a30b97a,65,57.0,M,,to_score,52.215.202.53,POINT(-6.2591 53.3382),IE,8.0,true,0,
9311e09561a,51,57.0,F,,to_score,48.203.139.130,POINT(-97.822 37.751),US,5.0,false,0,
93c3a31f8aa,123,44.0,F,,to_score,41.153.11.112,POINT(31.223 30.0355),EG,5.0,false,0,
3d8f3ce6dea,38,22.0,F,,to_score,87.8.76.16,POINT(9.7261 45.7003),IT,6.0,true,0,
68af0e1cfba,49,28.0,M,,to_score,163.196.239.60,POINT(24 -29),ZA,5.0,true,0,
72171f4397a,40,44.0,M,,to_score,74.101.137.40,POINT(-73.9763 40.8),US,5.0,false,0,
0cb971b1f9a,123,57.0,F,,to_score,77.61.160.161,POINT(5.5353 51.7517),NL,5.0,false,0,
0cb971b1f9a,123,22.0,F,,to_score,77.61.160.161,POINT(5.5353 51.7517),NL,5.0,false,0,
2f438f29dea,34,28.0,M,,to_score,59.66.210.129,POINT(113.722 34.7732),CN,7.0,false,0,
dcc975f16aa,40,44.0,M,,to_score,41.252.49.218,POINT(17 25),LY,7.0,false,0,
ccb1fc0abca,123,44.0,F,,to_score,174.58.105.23,POINT(-82.1762 27.0738),US,6.0,false,0,
b5f5ef7f06a,33,28.0,F,,to_score,42.140.98.202,POINT(113.722 34.7732),CN,6.0,false,0,
2fa72c67d0a,50,22.0,F,,to_score,170.177.134.32,POINT(-97.822 37.751),US,6.0,true,0,
aa98ccb224a,76,15.5,M,,to_score,60.139.225.198,POINT(139.6895 35.6897),JP,7.0,false,0,
9c4e9b32f4a,37,22.0,F,,to_score,66.168.110.109,POINT(-84.5017 33.8775),US,4.0,false,0,
d99e01f0fda,38,57.0,M,,to_score,163.74.62.67,POINT(2.3387 48.8582),FR,6.0,false,0,
ab680f9d0da,37,28.0,F,,to_score,200.236.102.214,POINT(-99.1427 19.4354),MX,2.0,false,0,
8d1060d22da,74,44.0,M,,to_score,101.50.103.164,POINT(73.0435 33.7233),PK,4.0,false,0,
e56cf7736ba,38,44.0,F,,to_score,168.93.246.84,POINT(-97.822 37.751),US,4.0,false,0,
f96cb392cca,40,28.0,F,,to_score,157.100.28.173,POINT(-77.4966 -1.9998),EC,3.0,true,0,
01495a3725a,31,44.0,F,,to_score,175.46.94.10,POINT(113.722 34.7732),CN,6.0,true,0,
0dcdf0a962a,123,42.0,F,,to_score,130.162.16.216,POINT(4.8975 52.3759),NL,8.0,true,0,
35967dc7f5a,123,10.0,F,,to_score,69.150.232.176,POINT(-97.822 37.751),US,8.0,false,0,
c17b6b6082a,41,102.0,F,,to_score,120.31.171.135,POINT(113.722 34.7732),CN,8.0,false,0,
e3c3497f6da,37,44.0,F,,to_score,123.197.117.7,POINT(113.722 34.7732),CN,5.0,false,0,
cc64f59fbda,49,42.0,M,,to_score,157.8.228.173,POINT(139.6895 35.6897),JP,2.0,true,0,
414cea980aa,123,44.0,F,,to_score,151.56.125.109,POINT(9.121 39.2302),IT,5.0,false,0,
22d008e287a,37,44.0,M,,to_score,141.79.210.184,POINT(7.7007 48.1337),DE,6.0,false,0,
e4ee386169a,33,22.0,F,,to_score,53.43.91.170,POINT(9.491 51.2993),DE,10.0,true,0,
335360e6dca,37,15.5,F,,to_score,61.47.2.24,POINT(100.6751 13.8054),TH,8.0,false,0,
a91f37dbbba,61,44.0,F,,to_score,71.199.68.44,POINT(-94.7713 38.8715),US,6.0,false,0,
a861e7a4bba,48,15.5,F,,to_score,126.97.38.72,POINT(139.6895 35.6897),JP,12.0,true,0,
e9e775dab9a,46,42.0,F,,to_score,144.128.69.185,POINT(-97.822 37.751),US,9.0,true,0,
891adea4d5a,39,15.5,F,,to_score,173.71.156.151,POINT(-76.3146 36.8307),US,7.0,false,0,
93719470f8a,57,44.0,F,,to_score,71.44.63.149,POINT(-97.822 37.751),US,7.0,false,0,
e8e3100f42a,66,15.5,F,,to_score,98.209.68.247,POINT(-85.5061 42.1219),US,5.0,false,0,
57c3a79f39a,43,44.0,F,,to_score,136.115.86.75,POINT(-97.822 37.751),US,7.0,true,0,
8ad0fdfd76a,41,44.0,M,,to_score,72.116.84.189,POINT(-97.822 37.751),US,8.0,false,0,
a6748fdfb6a,36,15.5,F,,to_score,167.161.142.161,POINT(-97.822 37.751),US,3.0,false,0,
42381864ada,123,22.0,F,,to_score,168.252.25.111,POINT(143.2104 -33.494),AU,3.0,false,0,
22783b7d89a,55,42.0,F,,to_score,173.247.161.214,POINT(-117.9617 34.0032),US,8.0,false,0,
f043a5237ba,123,44.0,F,,to_score,47.26.238.52,POINT(-85.4262 41.8056),US,6.0,false,0,
